Age,Gender,City,Income Range,Employment Status,Order Frequency,Platforms Used,Meal Types,Preferred Cuisines,Spend per Order,Order Influence,Veg Preference,Combo Preference,Group Size,New Combo Likeliness (1-5),Satisfaction (1-5),Acceptable Delivery Time,Repeat Order,Recommended to Others,Tried TasteMate,Experience Rating,Loyalty Program Interest,Preferred Order Day,Communication Opt-in,Delivery Issues
25–34,Male,Kolkata,₹30k–50k,Student,Once a week,Direct,Lunch,Italian,₹400–600,"Discounts, Price, Delivery time",Non-Veg,Combo,Solo,4,3,20–30 min,Sometimes,Yes,No,,Yes,Sun,Yes,High price
25–34,Female,Bangalore,₹15k–30k,Working professional,2–3 times/week,Zomato,"Breakfast, Dinner",Fusion,₹400–600,Taste,Both,Depends,Solo,3,5,30–45 min,Sometimes,Yes,No,,Yes,Sat,No,"Long wait time, Limited choice, Cold food"
25–34,Prefer not to say,Bangalore,₹15k–30k,Working professional,Daily,Zomato,"Dinner, Snacks, Lunch",Continental,₹400–600,"Quantity, Taste",Non-Veg,Combo,Solo,1,3,30–45 min,No,Yes,Yes,5.0,Yes,Wed,Yes,Cold food
25–34,Female,Bangalore,₹30k–50k,Working professional,2–3 times/week,"Swiggy, Others, Direct",Dinner,"Continental, Italian, Fusion",<₹100,Packaging,Veg,Combo,2 people,1,4,20–30 min,Yes,No,Yes,1.0,Maybe,Thu,Yes,Cold food
18–24,Male,Bangalore,₹30k–50k,Working professional,Daily,Direct,Snacks,Indian,₹200–400,Delivery time,Non-Veg,Combo,Family (3–4),4,3,20–30 min,No,No,Yes,1.0,Maybe,Sat,Yes,High price
18–24,Male,Chennai,₹30k–50k,Student,Once a week,Others,Lunch,Continental,₹600+,Quantity,Non-Veg,Depends,Solo,4,3,20–30 min,Yes,Yes,No,,Maybe,Tue,Yes,Poor packaging
45–54,Male,Delhi,₹30k–50k,Working professional,Rarely,Zomato,Dinner,Indian,₹200–400,Packaging,Non-Veg,Depends,Family (3–4),3,3,45+ min,No,No,No,,Yes,Sat,Yes,High price
45–54,Female,Delhi,<₹15k,Homemaker,2–3 times/week,Direct,Breakfast,Chinese,₹200–400,Quantity,Veg,A la carte,Solo,3,4,20–30 min,Yes,Yes,No,,Yes,Thu,Yes,Poor packaging
25–34,Female,Pune,₹30k–50k,Working professional,Once a week,Direct,"Dinner, Breakfast, Snacks",Italian,₹400–600,Delivery time,Non-Veg,Depends,Solo,4,4,30–45 min,Yes,No,Yes,4.0,Yes,Fri,Yes,Long wait time
18–24,Male,Pune,₹15k–30k,Student,Once a week,Others,Lunch,"Continental, Chinese, Indian",₹200–400,Price,Veg,Combo,Solo,4,5,30–45 min,Yes,No,No,,Yes,Wed,Yes,Long wait time
25–34,Female,Pune,₹15k–30k,Student,2–3 times/week,Others,Snacks,Chinese,₹200–400,"Price, Delivery time",Veg,Depends,Solo,2,3,30–45 min,Yes,No,No,,No,Sun,No,High price
25–34,Female,Bangalore,₹50k–75k,Working professional,Rarely,Swiggy,Breakfast,Italian,₹200–400,Taste,Non-Veg,Combo,Family (3–4),4,4,20–30 min,Yes,No,No,,Maybe,Sun,No,High price
<18,Female,Chennai,<₹15k,Working professional,2–3 times/week,Others,Dinner,"Italian, Continental, Chinese",₹400–600,Packaging,Non-Veg,Combo,Solo,4,4,20–30 min,Sometimes,No,No,,No,Sun,Yes,Cold food
18–24,Female,Bangalore,₹30k–50k,Working professional,Once a week,Direct,"Snacks, Breakfast","Italian, Continental",<₹100,Discounts,Both,Combo,Solo,4,3,45+ min,No,Yes,Yes,4.0,No,Tue,No,Cold food
35–44,Female,Bangalore,₹15k–30k,Working professional,Rarely,Direct,"Lunch, Dinner",Italian,₹200–400,Taste,Non-Veg,A la carte,Large group,4,3,30–45 min,Yes,No,No,,No,Sat,No,"Long wait time, Poor packaging, Cold food"
35–44,Female,Delhi,₹50k–75k,Working professional,Daily,Direct,Lunch,Fusion,₹200–400,Price,Both,Depends,Family (3–4),5,4,30–45 min,No,No,Yes,4.0,Yes,Fri,Yes,"Long wait time, Poor packaging, Cold food"
<18,Male,Bangalore,₹30k–50k,Working professional,2–3 times/week,Direct,Breakfast,"Continental, Chinese, Fusion",₹200–400,Discounts,Non-Veg,Combo,Family (3–4),2,3,20–30 min,No,No,No,,Maybe,Sat,No,"Long wait time, High price"
18–24,Female,Mumbai,₹15k–30k,Homemaker,2–3 times/week,Swiggy,Dinner,Chinese,₹200–400,Delivery time,Both,Depends,Family (3–4),5,3,30–45 min,Sometimes,Yes,No,,No,Wed,No,High price
18–24,Female,Delhi,₹30k–50k,Working professional,Once a week,Zomato,"Dinner, Breakfast",Indian,₹400–600,Packaging,Veg,A la carte,Solo,3,4,20–30 min,Yes,Yes,No,,Yes,Sat,Yes,Long wait time
35–44,Female,Pune,₹50k–75k,Working professional,2–3 times/week,"Direct, Swiggy",Breakfast,"Indian, Fusion, Italian",₹400–600,Discounts,Both,Combo,Family (3–4),4,3,20–30 min,Yes,Yes,No,,No,Sun,Yes,"High price, Poor packaging, Long wait time"
<18,Female,Delhi,₹75k+,Homemaker,2–3 times/week,"Swiggy, Direct","Lunch, Snacks",Indian,<₹100,Quantity,Non-Veg,A la carte,2 people,1,4,30–45 min,Sometimes,No,Yes,3.0,No,Wed,Yes,"Poor packaging, Long wait time"
18–24,Female,Mumbai,₹15k–30k,Student,Never,Zomato,Lunch,Italian,2000,Quantity,Both,A la carte,Family (3–4),3,5,20–30 min,Yes,Yes,No,,Yes,Wed,No,Poor packaging
35–44,Male,Mumbai,₹50k–75k,Student,2–3 times/week,"Direct, Swiggy",Lunch,"Italian, Chinese",<₹100,Price,Non-Veg,Depends,Family (3–4),4,4,30–45 min,Yes,Yes,No,,Yes,Tue,Yes,Cold food
18–24,Male,Pune,₹75k+,Retired,2–3 times/week,Others,"Breakfast, Lunch",Chinese,₹100–200,Delivery time,Veg,A la carte,Solo,4,4,20–30 min,Yes,Yes,Yes,5.0,Yes,Wed,No,Poor packaging
35–44,Male,Bangalore,₹75k+,Working professional,2–3 times/week,Swiggy,"Lunch, Snacks, Breakfast",Fusion,₹200–400,Taste,Both,A la carte,Family (3–4),1,2,20–30 min,Yes,Yes,No,,Yes,Fri,Yes,Long wait time
18–24,Male,Bangalore,₹30k–50k,Working professional,Rarely,Direct,Lunch,"Indian, Fusion",₹400–600,Packaging,Veg,Combo,Solo,3,5,20–30 min,Sometimes,Yes,No,,Yes,Sat,Yes,High price
18–24,Female,Chennai,₹30k–50k,Student,Rarely,Others,Snacks,Continental,₹400–600,Delivery time,Non-Veg,A la carte,Solo,1,3,20–30 min,Yes,Yes,No,,No,Wed,Yes,High price
18–24,Prefer not to say,Chennai,₹30k–50k,Working professional,2–3 times/week,Others,Dinner,"Italian, Fusion, Chinese",₹100–200,Delivery time,Veg,Depends,Solo,5,4,20–30 min,Sometimes,No,No,,Yes,Fri,Yes,Limited choice
35–44,Male,Delhi,₹50k–75k,Working professional,Daily,Direct,Breakfast,Continental,<₹100,Discounts,Both,Combo,Family (3–4),5,5,30–45 min,Sometimes,No,Yes,5.0,No,Fri,No,"Poor packaging, Cold food"
45–54,Male,Hyderabad,₹30k–50k,Student,2–3 times/week,Zomato,Snacks,Chinese,₹200–400,"Packaging, Price, Taste",Both,Depends,Solo,1,4,30–45 min,No,Yes,No,,Maybe,Wed,No,Cold food
35–44,Female,Chennai,₹30k–50k,Working professional,2–3 times/week,Others,Dinner,Italian,₹200–400,Taste,Non-Veg,A la carte,2 people,5,4,20–30 min,Yes,No,No,,No,Fri,Yes,"Poor packaging, Limited choice, Cold food"
25–34,Male,Hyderabad,₹30k–50k,Working professional,Once a week,Swiggy,Snacks,Chinese,₹100–200,Price,Both,Combo,Solo,5,3,20–30 min,Yes,No,No,,No,Tue,Yes,Long wait time
35–44,Female,Mumbai,₹50k–75k,Working professional,2–3 times/week,Zomato,Breakfast,"Chinese, Indian, Continental",₹400–600,"Discounts, Quantity",Non-Veg,Depends,Large group,3,2,30–45 min,No,Yes,No,,Maybe,Fri,No,Poor packaging
18–24,Female,Pune,₹50k–75k,Student,Once a week,"Zomato, Others",Snacks,Continental,₹400–600,"Taste, Price, Quantity",Non-Veg,A la carte,Solo,4,4,30–45 min,Yes,Yes,No,,No,Tue,No,Poor packaging
18–24,Female,Bangalore,₹15k–30k,Student,Rarely,Others,Lunch,Indian,₹200–400,Taste,Both,Combo,Family (3–4),3,1,30–45 min,No,No,Yes,2.0,Yes,Sat,No,Long wait time
45–54,Male,Delhi,₹50k–75k,Working professional,2–3 times/week,Zomato,"Snacks, Lunch, Breakfast","Indian, Continental",₹400–600,Delivery time,Both,Combo,Family (3–4),4,4,30–45 min,Yes,Yes,No,,Yes,Tue,Yes,Cold food
<18,Male,Bangalore,₹30k–50k,Student,Never,Others,"Snacks, Breakfast",Chinese,₹100–200,Discounts,Both,Combo,Solo,3,1,20–30 min,Sometimes,No,No,,Maybe,Sun,No,Cold food
18–24,Female,Mumbai,₹50k–75k,Retired,2–3 times/week,"Others, Direct","Dinner, Snacks, Breakfast","Chinese, Continental, Indian",₹200–400,Quantity,Veg,Depends,Solo,3,5,20–30 min,No,Yes,No,,Maybe,Sat,No,Long wait time
18–24,Female,Mumbai,₹30k–50k,Student,2–3 times/week,Others,Snacks,Continental,₹200–400,Discounts,Non-Veg,A la carte,2 people,3,3,20–30 min,No,Yes,No,,Maybe,Thu,Yes,High price
<18,Male,Chennai,₹30k–50k,Working professional,2–3 times/week,"Swiggy, Direct",Snacks,Fusion,₹100–200,Packaging,Veg,Depends,Family (3–4),2,4,20–30 min,Sometimes,No,Yes,2.0,No,Thu,Yes,Poor packaging
18–24,Female,Mumbai,₹75k+,Student,Once a week,"Others, Direct, Zomato",Lunch,Fusion,₹400–600,Delivery time,Non-Veg,Combo,Family (3–4),4,4,30–45 min,Yes,Yes,Yes,5.0,Maybe,Wed,Yes,"Poor packaging, Limited choice, High price"
25–34,Male,Bangalore,₹15k–30k,Working professional,2–3 times/week,"Others, Direct, Swiggy",Breakfast,"Indian, Italian, Chinese",₹200–400,Taste,Non-Veg,Combo,Solo,3,4,<20 min,Yes,No,Yes,1.0,Yes,Sat,No,Poor packaging
25–34,Female,Bangalore,₹50k–75k,Retired,Once a week,"Swiggy, Zomato","Breakfast, Dinner, Lunch",Continental,₹200–400,Quantity,Both,Combo,Family (3–4),3,3,45+ min,Yes,Yes,No,,No,Thu,Yes,Limited choice
45–54,Male,Mumbai,₹30k–50k,Student,2–3 times/week,Direct,Breakfast,Continental,₹100–200,Delivery time,Both,A la carte,Solo,5,4,30–45 min,Yes,Yes,No,,Maybe,Sat,Yes,Poor packaging
35–44,Female,Kolkata,₹30k–50k,Other,2–3 times/week,Zomato,"Snacks, Breakfast, Dinner","Italian, Indian, Fusion",<₹100,Packaging,Non-Veg,Depends,2 people,3,3,30–45 min,No,Yes,No,,Yes,Mon,Yes,Poor packaging
25–34,Male,Delhi,₹15k–30k,Working professional,Daily,Others,Dinner,"Fusion, Italian",₹100–200,Quantity,Veg,A la carte,Family (3–4),3,3,45+ min,Yes,Yes,Yes,5.0,Yes,Tue,Yes,Long wait time
18–24,Male,Delhi,₹30k–50k,Homemaker,Once a week,"Zomato, Swiggy",Breakfast,Chinese,₹200–400,Quantity,Both,Combo,Solo,5,3,20–30 min,Yes,Yes,Yes,3.0,Yes,Thu,Yes,Cold food
25–34,Male,Delhi,₹15k–30k,Working professional,Once a week,Direct,Breakfast,Italian,₹200–400,"Price, Quantity, Taste",Veg,Depends,Family (3–4),5,4,30–45 min,Sometimes,Yes,No,,Maybe,Tue,No,Poor packaging
25–34,Male,Delhi,<₹15k,Retired,2–3 times/week,Swiggy,Lunch,Fusion,₹100–200,Packaging,Both,Depends,2 people,2,3,20–30 min,Yes,Yes,No,,Yes,Fri,Yes,Poor packaging
18–24,Female,Mumbai,₹15k–30k,Working professional,Rarely,Others,Lunch,Indian,₹200–400,"Discounts, Price, Delivery time",Veg,Combo,Family (3–4),3,5,<20 min,No,No,No,,No,Mon,Yes,High price
25–34,Prefer not to say,Hyderabad,<₹15k,Working professional,Daily,Zomato,Lunch,Fusion,₹200–400,"Discounts, Delivery time",Non-Veg,Depends,Solo,5,4,30–45 min,Yes,Yes,No,,Yes,Sun,Yes,"High price, Limited choice, Long wait time"
25–34,Male,Kolkata,₹75k+,Student,2–3 times/week,"Swiggy, Direct, Zomato",Breakfast,Italian,₹200–400,Discounts,Both,Combo,Solo,3,3,<20 min,Yes,No,No,,Yes,Sat,Yes,Poor packaging
25–34,Male,Delhi,₹75k+,Student,2–3 times/week,"Swiggy, Direct",Dinner,"Continental, Italian",₹200–400,Delivery time,Veg,Combo,Family (3–4),3,4,45+ min,No,Yes,Yes,2.0,Maybe,Wed,Yes,High price
25–34,Female,Hyderabad,₹30k–50k,Retired,Once a week,Swiggy,Lunch,Indian,₹400–600,Discounts,Non-Veg,Combo,Solo,2,5,30–45 min,Sometimes,Yes,Yes,2.0,Yes,Fri,Yes,Limited choice
18–24,Female,Hyderabad,₹50k–75k,Working professional,Never,Swiggy,Lunch,"Chinese, Continental, Indian",₹200–400,Delivery time,Non-Veg,A la carte,Solo,2,1,30–45 min,Yes,No,Yes,2.0,Yes,Fri,Yes,"Cold food, Poor packaging"
45–54,Female,Chennai,₹15k–30k,Working professional,Daily,"Others, Swiggy, Direct",Breakfast,Italian,₹200–400,"Delivery time, Discounts",Both,A la carte,Large group,4,4,20–30 min,Yes,Yes,Yes,5.0,Yes,Sat,No,"Cold food, Long wait time, Limited choice"
35–44,Male,Bangalore,₹30k–50k,Homemaker,Once a week,"Swiggy, Zomato",Breakfast,Indian,₹100–200,"Discounts, Quantity, Packaging",Both,Combo,Solo,4,4,30–45 min,Yes,Yes,Yes,2.0,No,Thu,Yes,Limited choice
18–24,Male,Delhi,₹50k–75k,Working professional,2–3 times/week,Direct,Dinner,Fusion,₹100–200,Taste,Veg,Combo,Large group,5,3,<20 min,Yes,Yes,No,,Yes,Mon,No,Cold food
45–54,Female,Delhi,₹75k+,Other,Once a week,Others,Dinner,"Chinese, Indian",<₹100,Delivery time,Veg,Depends,Solo,4,5,30–45 min,Yes,No,No,,No,Wed,Yes,Limited choice
25–34,Male,Hyderabad,₹30k–50k,Homemaker,Never,Direct,Dinner,Indian,₹200–400,Price,Both,Depends,Solo,2,3,20–30 min,No,No,No,,Maybe,Fri,Yes,"Poor packaging, Long wait time"
45–54,Female,Chennai,₹50k–75k,Working professional,Once a week,Zomato,"Snacks, Dinner, Breakfast",Fusion,₹100–200,"Quantity, Packaging, Price",Non-Veg,Depends,Family (3–4),1,3,30–45 min,Yes,Yes,No,,Yes,Sun,No,High price
35–44,Male,Mumbai,₹15k–30k,Retired,2–3 times/week,"Others, Direct, Swiggy",Snacks,Italian,₹100–200,"Taste, Packaging",Both,Combo,2 people,5,5,20–30 min,No,Yes,No,,Yes,Sun,Yes,Cold food
25–34,Female,Delhi,₹75k+,Student,Once a week,"Zomato, Others",Breakfast,Italian,₹200–400,Taste,Veg,Combo,2 people,3,4,<20 min,No,No,Yes,2.0,Yes,Tue,No,"Long wait time, High price"
<18,Male,Pune,<₹15k,Working professional,Daily,Zomato,Dinner,Indian,₹100–200,Packaging,Veg,Combo,2 people,3,5,20–30 min,Yes,Yes,No,,No,Sat,Yes,Cold food
18–24,Female,Chennai,₹30k–50k,Working professional,Daily,Direct,"Dinner, Snacks",Fusion,₹100–200,Packaging,Both,Combo,Family (3–4),5,4,20–30 min,Yes,Yes,No,,Yes,Sun,Yes,Long wait time
25–34,Female,Kolkata,₹30k–50k,Working professional,Daily,Swiggy,Breakfast,Fusion,₹100–200,Taste,Veg,A la carte,Solo,3,4,30–45 min,Sometimes,Yes,No,,No,Mon,Yes,Poor packaging
25–34,Female,Chennai,₹30k–50k,Homemaker,2–3 times/week,Others,Dinner,Continental,₹200–400,Packaging,Both,A la carte,Solo,2,5,20–30 min,Yes,Yes,No,,Maybe,Sat,No,High price
18–24,Male,Delhi,₹15k–30k,Retired,Rarely,"Others, Zomato, Direct",Snacks,"Indian, Fusion",₹100–200,"Price, Taste, Packaging",Veg,Depends,Solo,5,2,20–30 min,Sometimes,Yes,Yes,5.0,Yes,Fri,No,Cold food
18–24,Female,Bangalore,₹75k+,Working professional,Once a week,Others,Snacks,Italian,₹200–400,Delivery time,Veg,A la carte,2 people,5,4,20–30 min,Yes,No,No,,No,Sat,Yes,Cold food
35–44,Female,Hyderabad,₹15k–30k,Working professional,2–3 times/week,"Zomato, Swiggy, Others",Dinner,Fusion,₹200–400,Packaging,Both,Combo,Solo,1,4,20–30 min,No,Yes,Yes,1.0,Yes,Fri,Yes,Limited choice
55+,Female,Mumbai,₹30k–50k,Other,Once a week,"Swiggy, Direct, Others","Snacks, Dinner, Lunch",Fusion,₹200–400,Delivery time,Non-Veg,Combo,Solo,5,2,20–30 min,Yes,Yes,No,,No,Sun,Yes,"Poor packaging, Cold food, High price"
25–34,Female,Bangalore,₹15k–30k,Working professional,Never,Zomato,Snacks,"Italian, Fusion, Indian",₹200–400,Packaging,Both,A la carte,Solo,3,4,30–45 min,Yes,No,No,,Yes,Wed,No,Cold food
18–24,Female,Hyderabad,₹15k–30k,Working professional,2–3 times/week,"Direct, Others",Dinner,Chinese,₹400–600,Discounts,Veg,Combo,Solo,3,2,20–30 min,Yes,Yes,Yes,2.0,No,Sat,Yes,Limited choice
18–24,Female,Mumbai,₹30k–50k,Working professional,Daily,Direct,Dinner,Italian,2000,Packaging,Both,Combo,Solo,5,4,<20 min,Yes,Yes,Yes,2.0,No,Wed,Yes,Long wait time
<18,Male,Chennai,₹30k–50k,Retired,Daily,Swiggy,Snacks,Fusion,₹100–200,Packaging,Both,Combo,2 people,5,4,20–30 min,Sometimes,Yes,Yes,2.0,Yes,Thu,Yes,Long wait time
45–54,Female,Bangalore,₹15k–30k,Working professional,Once a week,Others,Snacks,"Italian, Chinese",₹100–200,Taste,Non-Veg,Combo,Solo,2,5,20–30 min,No,No,Yes,3.0,Maybe,Sun,No,Limited choice
18–24,Female,Kolkata,₹15k–30k,Homemaker,Once a week,Zomato,Breakfast,"Indian, Continental, Fusion",₹100–200,Packaging,Both,Combo,Family (3–4),2,3,20–30 min,Yes,Yes,No,,No,Sat,Yes,"Cold food, Poor packaging, Limited choice"
25–34,Male,Mumbai,₹30k–50k,Homemaker,Once a week,Swiggy,Snacks,"Continental, Indian",₹100–200,Taste,Both,Depends,2 people,1,4,20–30 min,No,Yes,No,,Yes,Thu,No,Long wait time
18–24,Male,Delhi,₹50k–75k,Working professional,2–3 times/week,Others,Breakfast,"Italian, Chinese, Indian",₹100–200,Delivery time,Non-Veg,Depends,Solo,3,3,30–45 min,Sometimes,No,Yes,5.0,Maybe,Fri,No,Long wait time
25–34,Male,Hyderabad,₹50k–75k,Working professional,Once a week,Direct,Lunch,"Fusion, Continental",₹200–400,Price,Non-Veg,Combo,2 people,1,4,<20 min,Sometimes,No,No,,Yes,Mon,Yes,Poor packaging
35–44,Female,Delhi,<₹15k,Homemaker,Once a week,Others,Snacks,Continental,₹200–400,Packaging,Non-Veg,Combo,Solo,3,4,20–30 min,Yes,No,No,,Maybe,Wed,Yes,Long wait time
35–44,Female,Hyderabad,₹30k–50k,Working professional,Rarely,Direct,Dinner,Fusion,₹100–200,Discounts,Veg,Depends,Family (3–4),1,4,20–30 min,Sometimes,Yes,Yes,2.0,Yes,Sat,Yes,"Poor packaging, Cold food"
18–24,Female,Chennai,₹15k–30k,Homemaker,Never,Direct,Lunch,Continental,₹200–400,"Discounts, Delivery time, Packaging",Non-Veg,Combo,Large group,3,5,30–45 min,Yes,Yes,Yes,3.0,No,Fri,Yes,Limited choice
<18,Female,Mumbai,<₹15k,Retired,2–3 times/week,Swiggy,Snacks,Italian,₹100–200,Packaging,Non-Veg,Combo,2 people,1,5,45+ min,No,Yes,No,,Yes,Fri,Yes,Poor packaging
18–24,Male,Bangalore,₹30k–50k,Working professional,2–3 times/week,Direct,Dinner,"Chinese, Italian, Continental",₹100–200,Packaging,Non-Veg,Combo,2 people,4,2,20–30 min,No,Yes,Yes,1.0,Yes,Sat,No,Limited choice
45–54,Male,Bangalore,₹30k–50k,Homemaker,Once a week,Swiggy,Snacks,Fusion,₹200–400,"Delivery time, Packaging",Both,Combo,Solo,2,3,45+ min,Sometimes,No,No,,Yes,Thu,No,"Long wait time, Limited choice, Cold food"
45–54,Male,Delhi,₹15k–30k,Homemaker,Daily,Direct,"Dinner, Lunch, Snacks",Indian,<₹100,Price,Non-Veg,Depends,Solo,3,4,20–30 min,Sometimes,Yes,Yes,1.0,Maybe,Mon,No,High price
25–34,Male,Pune,₹15k–30k,Homemaker,Rarely,Swiggy,"Snacks, Lunch",Indian,<₹100,Price,Both,Depends,Family (3–4),5,4,<20 min,Sometimes,No,No,,Maybe,Thu,No,High price
25–34,Male,Chennai,<₹15k,Working professional,Once a week,Others,"Snacks, Dinner, Lunch",Fusion,₹200–400,"Taste, Discounts",Veg,Combo,Solo,4,3,20–30 min,Yes,Yes,No,,No,Sun,Yes,"High price, Limited choice"
35–44,Male,Hyderabad,₹50k–75k,Student,Once a week,"Swiggy, Direct",Dinner,Chinese,₹400–600,"Taste, Packaging",Non-Veg,Combo,Solo,2,4,20–30 min,Sometimes,Yes,No,,Maybe,Sun,Yes,"High price, Long wait time"
18–24,Female,Hyderabad,₹75k+,Working professional,Daily,Direct,Breakfast,Continental,₹200–400,Packaging,Both,Combo,Solo,1,3,20–30 min,Yes,No,No,,Maybe,Thu,Yes,Cold food
45–54,Female,Bangalore,₹15k–30k,Working professional,2–3 times/week,"Zomato, Others, Swiggy","Breakfast, Snacks, Lunch",Chinese,<₹100,"Quantity, Price, Delivery time",Non-Veg,Combo,2 people,4,3,<20 min,Yes,Yes,No,,No,Mon,Yes,"Long wait time, High price"
25–34,Prefer not to say,Pune,₹15k–30k,Working professional,Once a week,Others,"Snacks, Breakfast, Dinner",Chinese,₹400–600,Quantity,Non-Veg,Depends,Solo,3,5,20–30 min,No,No,Yes,3.0,No,Fri,Yes,"High price, Long wait time"
25–34,Female,Hyderabad,₹50k–75k,Homemaker,2–3 times/week,Others,"Breakfast, Dinner","Continental, Chinese, Indian",₹200–400,Taste,Veg,A la carte,Family (3–4),4,3,20–30 min,No,No,No,,Yes,Sat,Yes,Cold food
25–34,Female,Hyderabad,₹75k+,Working professional,2–3 times/week,Swiggy,"Snacks, Dinner, Lunch",Indian,₹200–400,"Price, Packaging, Quantity",Non-Veg,A la carte,Solo,3,1,<20 min,No,Yes,No,,Maybe,Wed,No,Limited choice
<18,Male,Pune,₹30k–50k,Working professional,2–3 times/week,"Others, Zomato","Breakfast, Snacks, Dinner",Indian,₹400–600,Price,Veg,Depends,Solo,3,2,20–30 min,No,Yes,No,,Maybe,Fri,No,Long wait time
18–24,Female,Delhi,<₹15k,Student,Daily,Zomato,"Breakfast, Dinner, Lunch","Italian, Indian",₹200–400,Price,Both,Depends,2 people,3,5,30–45 min,Sometimes,Yes,No,,Yes,Sun,No,Long wait time
35–44,Female,Chennai,<₹15k,Homemaker,Rarely,"Direct, Zomato","Lunch, Dinner, Breakfast","Fusion, Chinese",₹100–200,Packaging,Non-Veg,Depends,Solo,4,5,20–30 min,Yes,No,Yes,1.0,No,Fri,Yes,"Poor packaging, Limited choice"
18–24,Male,Mumbai,₹30k–50k,Working professional,2–3 times/week,Others,Breakfast,Fusion,₹200–400,Quantity,Both,Combo,2 people,5,4,30–45 min,Yes,Yes,No,,Maybe,Thu,No,"Long wait time, Poor packaging, Limited choice"
25–34,Male,Delhi,₹30k–50k,Working professional,Rarely,"Direct, Others, Zomato",Snacks,"Fusion, Italian, Indian",₹200–400,Quantity,Both,Combo,Solo,1,3,30–45 min,Sometimes,No,No,,Yes,Fri,Yes,"Poor packaging, High price"
18–24,Female,Delhi,<₹15k,Working professional,2–3 times/week,"Zomato, Direct, Others",Dinner,Continental,₹200–400,Packaging,Non-Veg,A la carte,Solo,3,5,20–30 min,Yes,Yes,No,,Yes,Tue,Yes,Long wait time
25–34,Male,Kolkata,₹30k–50k,Homemaker,Daily,Swiggy,Dinner,"Italian, Indian, Chinese",₹200–400,Delivery time,Non-Veg,Combo,Solo,1,4,20–30 min,No,No,No,,Yes,Tue,Yes,High price
18–24,Female,Pune,<₹15k,Working professional,2–3 times/week,"Zomato, Others, Direct",Snacks,Indian,₹400–600,Taste,Both,Depends,Family (3–4),3,5,20–30 min,No,No,Yes,4.0,Yes,Sun,Yes,"Long wait time, High price"
25–34,Female,Hyderabad,₹50k–75k,Working professional,Rarely,Swiggy,Lunch,"Indian, Italian",₹400–600,Packaging,Both,A la carte,2 people,5,4,20–30 min,No,Yes,No,,Yes,Wed,No,High price
